,LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
1420,1421,03-17,16:15:48.692,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
1421,1422,03-17,16:15:48.694,1702,3693,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,E68,interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=<*> down <*> canceled <*>
1422,1423,03-17,16:15:48.694,1702,3693,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1",E67,"interceptKeyBeforeQueueing: key <*> , result : <*>"
1423,1424,03-17,16:15:48.698,2227,2318,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...
1424,1425,03-17,16:15:48.715,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261973352, event=0, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
1425,1426,03-17,16:15:48.716,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
1426,1427,03-17,16:15:48.718,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=false",E18,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>"
1427,1428,03-17,16:15:48.718,2227,2227,I,PanelView,closeQs,E39,closeQs
1428,1429,03-17,16:15:48.719,2227,2227,I,PanelView,cancelPeek: false,E34,cancelPeek: <*>
1429,1430,03-17,16:15:48.719,2227,2227,I,PanelView,instantCollapse,E66,instantCollapse
1430,1431,03-17,16:15:48.719,2227,2227,I,PanelView,cancelPeek: false,E34,cancelPeek: <*>
1431,1432,03-17,16:15:49.204,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261973840, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
1432,1433,03-17,16:15:49.205,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
1433,1434,03-17,16:15:49.206,3714,3714,V,AudioManager,playSoundEffect   effectType: 0,E99,playSoundEffect   effectType: <*>
1434,1435,03-17,16:15:49.206,3714,3714,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...
1435,1436,03-17,16:15:49.209,1702,2250,I,ActivityManager,"START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.tencent.mobileqq/.activity.SplashActivity bnds=[360,820][536,1011]} from uid 10057 on display 0",E139,START <*> {act=<*> cat=[<*>] flg=<*> cmp=<*> bnds=<*>} from uid <*> on display <*>
1436,1437,03-17,16:15:49.210,1702,2250,I,ActivityManager,"ActivityRecord info: ActivityInfo{71e60ba com.tencent.mobileqq.activity.SplashActivity}, euid: 0",E16,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>"
1437,1438,03-17,16:15:49.228,1702,2250,D,PowerManagerService,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10111}, uid=1000, pid=1702",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
1438,1439,03-17,16:15:49.228,1702,2250,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
1439,1440,03-17,16:15:49.228,1702,2250,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""<*>""."
1440,1441,03-17,16:15:49.436,1702,3694,I,WindowManager,The change in focus caused us to need to do a layout begin,E150,The change in focus caused us to need to do a layout begin
1441,1442,03-17,16:15:49.436,1702,3694,I,WindowManager,The change in focus caused us to need to do a layout end,E151,The change in focus caused us to need to do a layout end
1442,1443,03-17,16:15:49.450,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-24.0",E155,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1443,1444,03-17,16:15:49.450,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:<*>
1444,1445,03-17,16:15:49.462,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=80000508 mask=ffffffff oldVal=c0000700 newVal=80000508 diff=40000208 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1445,1446,03-17,16:15:49.465,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide
1446,1447,03-17,16:15:49.465,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x80000508, SystemUiVisibility=0x80000508",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
1447,1448,03-17,16:15:49.472,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1448,1449,03-17,16:15:49.472,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=80000508 newVal=80000508 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1449,1450,03-17,16:15:49.497,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",E136,"Skipping, withExcluded: <*>, <*> { flg=<*> cmp=<*> bnds=<*> }"
1450,1451,03-17,16:15:49.497,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }",E134,"Skipping, withExcluded: <*>, <*> { act=<*> flg=<*> cmp=<*> (has extras) }"
1451,1452,03-17,16:15:49.497,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",E135,"Skipping, withExcluded: <*>, <*> { flg=<*> cmp=<*> (has extras) }"
1452,1453,03-17,16:15:49.497,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }",E135,"Skipping, withExcluded: <*>, <*> { flg=<*> cmp=<*> (has extras) }"
1453,1454,03-17,16:15:49.498,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }",E132,"Skipping, withExcluded: <*>, <*> { act=<*> dat=<*> flg=<*> cmp=<*> (has extras) }"
1454,1455,03-17,16:15:49.498,1702,2633,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",E133,"Skipping, withExcluded: <*>, <*> { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }"
1455,1456,03-17,16:15:49.498,1702,2633,D,ActivityManager,"getRecentTasks: num=20,flags=62,totalTasks=46",E55,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>"
1456,1457,03-17,16:15:49.498,1702,2633,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},E56,getRecentTasks: topActivity=ComponentInfo{<*>}
1457,1458,03-17,16:15:49.507,1702,17621,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",E136,"Skipping, withExcluded: <*>, <*> { flg=<*> cmp=<*> bnds=<*> }"
1458,1459,03-17,16:15:49.507,1702,17621,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }",E134,"Skipping, withExcluded: <*>, <*> { act=<*> flg=<*> cmp=<*> (has extras) }"
1459,1460,03-17,16:15:49.507,1702,17621,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",E135,"Skipping, withExcluded: <*>, <*> { flg=<*> cmp=<*> (has extras) }"
1460,1461,03-17,16:15:49.508,1702,17621,D,ActivityManager,"getRecentTasks: num=10,flags=62,totalTasks=46",E55,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>"
1461,1462,03-17,16:15:49.508,1702,17621,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},E56,getRecentTasks: topActivity=ComponentInfo{<*>}
1462,1463,03-17,16:15:49.524,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1463,1464,03-17,16:15:49.525,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=80000508 newVal=80000508 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1464,1465,03-17,16:15:49.525,1702,27353,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =121",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1465,1466,03-17,16:15:49.527,1702,1702,I,NotificationManager,"cancelNotification,index:0",E29,"cancelNotification,index:<*>"
1466,1467,03-17,16:15:49.527,1702,1702,I,NotificationManager,"cancelNotification,cancelNotificationLocked,callingUid = 10111,callingPid = 28601",E28,"cancelNotification,cancelNotificationLocked,callingUid = <*>,callingPid = <*>"
1467,1468,03-17,16:15:49.527,1702,1702,I,NotificationManager,"cancelNotificationLocked called,tell the app,reason = 8",E30,"cancelNotificationLocked called,tell the app,reason = <*>"
1468,1469,03-17,16:15:49.528,1702,1702,I,NotificationManager,cancelNotificationLocked:0|com.tencent.mobileqq|121|null|10111,E32,cancelNotificationLocked:<*>|<*>|<*>|<*>|<*>
1469,1470,03-17,16:15:49.528,1702,2250,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =119",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1470,1471,03-17,16:15:49.528,1702,1702,I,NotificationManager,"cancelNotificationLocked,remove =com.tencent.mobileqq",E31,"cancelNotificationLocked,remove =<*>"
1471,1472,03-17,16:15:49.529,1702,2555,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =122",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1472,1473,03-17,16:15:49.529,1702,1702,I,NotificationManager,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",E160,"updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == <*>"
1473,1474,03-17,16:15:49.529,1702,1702,I,NotificationManager,"updateLightsLocked,turn off notificationLight",E162,"updateLightsLocked,turn off notificationLight"
1474,1475,03-17,16:15:49.535,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
1475,1476,03-17,16:15:49.536,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
1476,1477,03-17,16:15:49.537,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=80000508 newVal=40000500 diff=c0000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1477,1478,03-17,16:15:49.539,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide
1478,1479,03-17,16:15:49.539,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
1479,1480,03-17,16:15:49.542,1702,2639,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =123",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1480,1481,03-17,16:15:49.545,1702,14638,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =129",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1481,1482,03-17,16:15:49.552,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
1482,1483,03-17,16:15:49.552,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
1483,1484,03-17,16:15:49.554,1702,2113,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =135",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1484,1485,03-17,16:15:49.555,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
1485,1486,03-17,16:15:49.559,1702,17621,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =140",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1486,1487,03-17,16:15:49.560,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
1487,1488,03-17,16:15:49.562,2626,2808,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
1488,1489,03-17,16:15:49.562,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1489,1490,03-17,16:15:49.563,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1490,1491,03-17,16:15:49.564,2227,2227,I,PhoneStatusBar,removeNotification:0|com.tencent.mobileqq|121|null|10111,E111,removeNotification:<*>|<*>|<*>|<*>|<*>
1491,1492,03-17,16:15:49.564,2227,2227,I,PhoneStatusBar,"updateNotificationShade: total=0, active=0",E163,"updateNotificationShade: total=<*>, active=<*>"
1492,1493,03-17,16:15:49.566,1702,10454,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =144",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1493,1494,03-17,16:15:49.567,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
1494,1495,03-17,16:15:49.568,2227,2227,I,PhoneStatusBar,removeNotificationChildren,E112,removeNotificationChildren
1495,1496,03-17,16:15:49.568,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=false",E18,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>"
1496,1497,03-17,16:15:49.569,2227,2227,I,PanelView,closeQs,E39,closeQs
1497,1498,03-17,16:15:49.572,2227,2227,I,PanelView,cancelPeek: false,E34,cancelPeek: <*>
1498,1499,03-17,16:15:49.573,2227,2227,I,PanelView,instantCollapse,E66,instantCollapse
1499,1500,03-17,16:15:49.573,2227,2227,I,PanelView,cancelPeek: false,E34,cancelPeek: <*>
1500,1501,03-17,16:15:49.576,1702,2618,D,PowerManagerService,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10111}, uid=1000, pid=1702",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
1501,1502,03-17,16:15:49.577,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
1502,1503,03-17,16:15:49.577,1702,2618,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""<*>""."
1503,1504,03-17,16:15:49.585,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",E155,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
1504,1505,03-17,16:15:49.585,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,E157,updateDimmedActivatedHideSensitive overlap:<*>
1505,1506,03-17,16:15:49.587,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1506,1507,03-17,16:15:49.587,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1507,1508,03-17,16:15:49.590,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1508,1509,03-17,16:15:49.590,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1509,1510,03-17,16:15:49.593,1702,17632,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =193",E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
1510,1511,03-17,16:15:49.593,1702,1702,I,NotificationManager,"cancelNotification,index:-1",E29,"cancelNotification,index:<*>"
1511,1512,03-17,16:15:49.595,2626,2808,I,PhoneInterfaceManager,shouldBlockLocation  ret:true,E128,shouldBlockLocation  ret:<*>
1512,1513,03-17,16:15:49.595,2626,2808,D,PhoneInterfaceManager,getAllCellInfo is blocked by permission manager . callingPackage = com.tencent.mobileqq,E49,getAllCellInfo is blocked by permission manager . callingPackage = <*>
1513,1514,03-17,16:15:49.670,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1514,1515,03-17,16:15:49.670,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1515,1516,03-17,16:15:49.678,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1516,1517,03-17,16:15:49.678,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1517,1518,03-17,16:15:49.719,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1518,1519,03-17,16:15:49.720,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1519,1520,03-17,16:15:50.038,1702,17633,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
1520,1521,03-17,16:15:50.042,1702,8290,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
1521,1522,03-17,16:15:50.121,23650,23685,V,AudioManager,isMusicActive...,E72,isMusicActive...
1522,1523,03-17,16:15:50.442,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261975077, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
1523,1524,03-17,16:15:50.444,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>userId=<*>"
1524,1525,03-17,16:15:50.485,28601,28601,V,AudioManager,playSoundEffect   effectType: 0,E99,playSoundEffect   effectType: <*>
1525,1526,03-17,16:15:50.485,28601,28601,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...
1526,1527,03-17,16:15:50.539,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(<*>)
1527,1528,03-17,16:15:50.540,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
1528,1529,03-17,16:15:50.757,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
1529,1530,03-17,16:15:50.757,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
1530,1531,03-17,16:15:50.757,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
1531,1532,03-17,16:15:51.057,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>
1532,1533,03-17,16:15:51.057,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>
1533,1534,03-17,16:15:51.057,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>"
1534,1535,03-17,16:15:51.183,2626,3066,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...
1535,1536,03-17,16:15:51.189,2626,3066,I,PhoneInterfaceManager,shouldBlockLocation  ret:true,E128,shouldBlockLocation  ret:<*>
