LineId,Time,Program,Content,EventTemplate,EventId,ParameterList
1780,07.27 04:19:13,chrome.exe *64,"www.evernote.com:443 close, 2214 bytes (2.16 KB) sent, 5451 bytes (5.32 KB) received, lifetime 04:00","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['www.evernote.com:443', '2214', ' (2.16 KB) ', '5451', ' (5.32 KB) ', '04:00']"
1781,07.27 04:19:15,Dropbox.exe,"d.dropbox.com:443 close, 1821 bytes (1.77 KB) sent, 4970 bytes (4.85 KB) received, lifetime 01:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['d.dropbox.com:443', '1821', ' (1.77 KB) ', '4970', ' (4.85 KB) ', '01:01']"
1782,07.27 04:19:49,chrome.exe *64,"play.google.com:443 close, 6339 bytes (6.19 KB) sent, 3969 bytes (3.87 KB) received, lifetime 04:22","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['play.google.com:443', '6339', ' (6.19 KB) ', '3969', ' (3.87 KB) ', '04:22']"
1783,07.27 04:19:50,chrome.exe *64,"www.googleadservices.com:443 close, 1188 bytes (1.16 KB) sent, 5007 bytes (4.88 KB) received, lifetime 04:00","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['www.googleadservices.com:443', '1188', ' (1.16 KB) ', '5007', ' (4.88 KB) ', '04:00']"
1784,07.27 04:38:15,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403","<*>:<*> error : Could not connect through proxy <*>:<*> - Proxy server cannot establish a connection with the target, status code <*>",E6,"['mtalk.google.com', '5228', 'proxy.cse.cuhk.edu.hk', '5070', '403']"
1785,07.27 04:44:20,chrome.exe *64,"clients4.google.com:443 close, 1738 bytes (1.69 KB) sent, 487 bytes received, lifetime 04:00","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['clients4.google.com:443', '1738', ' (1.69 KB) ', '487', ' ', '04:00']"
1786,07.27 04:51:30,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['play.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1787,07.27 04:53:56,chrome.exe *64,"clients6.google.com:443 close, 2867 bytes (2.79 KB) sent, 1014 bytes received, lifetime 05:12","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['clients6.google.com:443', '2867', ' (2.79 KB) ', '1014', ' ', '05:12']"
1788,07.27 05:00:13,SogouCloud.exe,"security.ie.sogou.com:80 close, 691 bytes sent, 184 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['security.ie.sogou.com:80', '691', ' ', '184', ' ', '<1 sec']"
1789,07.27 05:00:22,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['block.dropbox.com:443', '0', ' ', '0', ' ', '<1 sec']"
1790,07.27 05:00:49,SGTool.exe,info.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['info.pinyin.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1791,07.27 05:00:50,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['tc.dl.pinyin.sogoucdn.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1792,07.27 05:00:52,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['tc.dl.pinyin.sogoucdn.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1793,07.27 05:00:53,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['tc.dl.pinyin.sogoucdn.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1794,07.27 05:00:53,SGTool.exe,"tc.dl.pinyin.sogoucdn.com:80 close, 158 bytes sent, 33899 bytes (33.1 KB) received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['tc.dl.pinyin.sogoucdn.com:80', '158', ' ', '33899', ' (33.1 KB) ', '<1 sec']"
1795,07.27 05:00:55,SGTool.exe,"tc.dl.pinyin.sogoucdn.com:80 close, 158 bytes sent, 46624 bytes (45.5 KB) received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['tc.dl.pinyin.sogoucdn.com:80', '158', ' ', '46624', ' (45.5 KB) ', '<1 sec']"
1796,07.27 05:01:12,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['get.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1797,07.27 05:02:32,chrome.exe *64,"qa.sockets.stackexchange.com:443 close, 4755 bytes (4.64 KB) sent, 4917 bytes (4.80 KB) received, lifetime 02:02:11","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['qa.sockets.stackexchange.com:443', '4755', ' (4.64 KB) ', '4917', ' (4.80 KB) ', '02:02:11']"
1798,07.27 05:04:15,chrome.exe *64,"www.evernote.com:443 close, 2485 bytes (2.42 KB) sent, 2359 bytes (2.30 KB) received, lifetime 04:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['www.evernote.com:443', '2485', ' (2.42 KB) ', '2359', ' (2.30 KB) ', '04:01']"
1799,07.27 05:04:38,chrome.exe *64,"13.client-channel.google.com:443 close, 14267 bytes (13.9 KB) sent, 36698 bytes (35.8 KB) received, lifetime 48:06","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['13.client-channel.google.com:443', '14267', ' (13.9 KB) ', '36698', ' (35.8 KB) ', '48:06']"
1800,07.27 05:05:50,chrome.exe *64,qa.sockets.stackexchange.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['qa.sockets.stackexchange.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1801,07.27 05:05:51,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['13.client-channel.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1802,07.27 05:05:52,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['13.client-channel.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1803,07.27 05:05:52,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['13.client-channel.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1804,07.27 05:05:53,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['www.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1805,07.27 05:05:53,Dropbox.exe,client-cf.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['client-cf.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1806,07.27 05:05:54,chrome.exe *64,qa.sockets.stackexchange.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['qa.sockets.stackexchange.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1807,07.27 05:05:54,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['16.client-channel.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1808,07.27 05:05:56,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1809,07.27 05:06:01,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1810,07.27 05:06:08,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['www.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1811,07.27 05:06:09,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1812,07.27 05:06:13,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['16.client-channel.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1813,07.27 05:06:15,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['www.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1814,07.27 05:06:22,chrome.exe *64,mtalk.google.com:5228 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['mtalk.google.com', '5228', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1815,07.27 05:06:32,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['www.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1816,07.27 05:06:40,Dropbox.exe,client-lb.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['client-lb.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1817,07.27 05:07:02,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1818,07.27 05:07:06,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['16.client-channel.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1819,07.27 05:08:27,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1820,07.27 05:08:29,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1821,07.27 05:09:52,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1822,07.27 05:10:59,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1823,07.27 05:11:29,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1824,07.27 05:11:34,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['16.client-channel.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1825,07.27 05:12:56,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*>:<*> error : Could not connect to proxy <*>:<*> - connection attempt failed with error <*>,E8,"['bolt.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070', '10061']"
1826,07.27 05:14:50,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['clients6.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1827,07.27 05:18:06,chrome.exe *64,clients4.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['clients4.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1828,07.27 05:20:57,chrome.exe *64,"clients6.google.com:443 close, 3215 bytes (3.13 KB) sent, 1174 bytes (1.14 KB) received, lifetime 06:07","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['clients6.google.com:443', '3215', ' (3.13 KB) ', '1174', ' (1.14 KB) ', '06:07']"
1829,07.27 05:21:11,SGTool.exe,p3p.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['p3p.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1830,07.27 05:26:50,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['clients6.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1831,07.27 05:29:51,Dropbox.exe,"bolt.dropbox.com:443 close, 15427 bytes (15.0 KB) sent, 8268 bytes (8.07 KB) received, lifetime 15:31","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['bolt.dropbox.com:443', '15427', ' (15.0 KB) ', '8268', ' (8.07 KB) ', '15:31']"
1832,07.27 05:30:23,Dropbox.exe,client-cf.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['client-cf.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1833,07.27 05:30:23,Dropbox.exe,"client-cf.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['client-cf.dropbox.com:443', '0', ' ', '0', ' ', '<1 sec']"
1834,07.27 05:30:41,chrome.exe *64,"clients6.google.com:443 close, 6895 bytes (6.73 KB) sent, 3475 bytes (3.39 KB) received, lifetime 01:39","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['clients6.google.com:443', '6895', ' (6.73 KB) ', '3475', ' (3.39 KB) ', '01:39']"
1835,07.27 05:32:52,chrome.exe *64,"clients4.google.com:443 close, 2302 bytes (2.24 KB) sent, 5187 bytes (5.06 KB) received, lifetime 02:02","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['clients4.google.com:443', '2302', ' (2.24 KB) ', '5187', ' (5.06 KB) ', '02:02']"
1836,07.27 05:45:16,chrome.exe *64,www.evernote.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['www.evernote.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1837,07.27 05:45:24,Dropbox.exe,block.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['block.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1838,07.27 06:00:11,YodaoDict.exe,cidian.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['cidian.youdao.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1839,07.27 06:00:14,SogouCloud.exe,"security.ie.sogou.com:80 close, 691 bytes sent, 184 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['security.ie.sogou.com:80', '691', ' ', '184', ' ', '<1 sec']"
1840,07.27 06:00:25,Dropbox.exe,"client-cf.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['client-cf.dropbox.com:443', '0', ' ', '0', ' ', '<1 sec']"
1841,07.27 06:01:12,SGTool.exe,"info.pinyin.sogou.com:80 close, 1035 bytes (1.01 KB) sent, 40820 bytes (39.8 KB) received, lifetime 00:30","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['info.pinyin.sogou.com:80', '1035', ' (1.01 KB) ', '40820', ' (39.8 KB) ', '00:30']"
1842,07.27 06:01:20,Dropbox.exe,"client-cf.dropbox.com:443 close, 913 bytes sent, 3881 bytes (3.79 KB) received, lifetime 01:00","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['client-cf.dropbox.com:443', '913', ' ', '3881', ' (3.79 KB) ', '01:00']"
1843,07.27 06:15:26,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['block.dropbox.com:443', '0', ' ', '0', ' ', '<1 sec']"
1844,07.27 06:19:08,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403","<*>:<*> error : Could not connect through proxy <*>:<*> - Proxy server cannot establish a connection with the target, status code <*>",E6,"['mtalk.google.com', '5228', 'proxy.cse.cuhk.edu.hk', '5070', '403']"
1845,07.27 06:34:38,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403","<*>:<*> error : Could not connect through proxy <*>:<*> - Proxy server cannot establish a connection with the target, status code <*>",E6,"['mtalk.google.com', '5228', 'proxy.cse.cuhk.edu.hk', '5070', '403']"
1846,07.27 06:45:28,Dropbox.exe,client-lb.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['client-lb.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1847,07.27 06:48:40,chrome.exe *64,"clients6.google.com:443 close, 5304 bytes (5.17 KB) sent, 4396 bytes (4.29 KB) received, lifetime 09:38","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['clients6.google.com:443', '5304', ' (5.17 KB) ', '4396', ' (4.29 KB) ', '09:38']"
1848,07.27 07:00:16,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['clients6.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1849,07.27 07:01:13,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['get.sogou.com:80', '651', ' ', '328', ' ', '00:01']"
1850,07.27 07:01:13,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['get.sogou.com:80', '651', ' ', '328', ' ', '<1 sec']"
1851,07.27 07:01:17,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['get.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1852,07.27 07:01:17,360AP.exe,p5.ssl.qhimg.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['p5.ssl.qhimg.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1853,07.27 07:01:19,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['get.sogou.com:80', '651', ' ', '328', ' ', '<1 sec']"
1854,07.27 07:01:19,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['get.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1855,07.27 07:01:28,360AP.exe,"p2.qhimg.com:80 close, 230 bytes sent, 1125 bytes (1.09 KB) received, lifetime 00:09","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['p2.qhimg.com:80', '230', ' ', '1125', ' (1.09 KB) ', '00:09']"
1856,07.27 07:01:54,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['get.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1857,07.27 07:01:55,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['get.sogou.com:80', '651', ' ', '328', ' ', '<1 sec']"
1858,07.27 07:02:32,chrome.exe *64,"safebrowsing.googleapis.com:443 close, 1848 bytes (1.80 KB) sent, 2305 bytes (2.25 KB) received, lifetime 04:00","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['safebrowsing.googleapis.com:443', '1848', ' (1.80 KB) ', '2305', ' (2.25 KB) ', '04:00']"
1859,07.27 07:04:19,chrome.exe *64,"www.evernote.com:443 close, 2486 bytes (2.42 KB) sent, 2337 bytes (2.28 KB) received, lifetime 04:00","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['www.evernote.com:443', '2486', ' (2.42 KB) ', '2337', ' (2.28 KB) ', '04:00']"
1860,07.27 07:04:29,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['play.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1861,07.27 07:05:35,SGTool.exe,info.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['info.pinyin.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1862,07.27 07:05:36,SGTool.exe,info.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['info.pinyin.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1863,07.27 07:06:06,SGTool.exe,"info.pinyin.sogou.com:80 close, 561 bytes sent, 166 bytes received, lifetime 00:30","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['info.pinyin.sogou.com:80', '561', ' ', '166', ' ', '00:30']"
1864,07.27 07:12:37,Dropbox.exe,"d.dropbox.com:443 close, 2560 bytes (2.50 KB) sent, 4976 bytes (4.85 KB) received, lifetime 01:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['d.dropbox.com:443', '2560', ' (2.50 KB) ', '4976', ' (4.85 KB) ', '01:01']"
1865,07.27 07:16:03,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['play.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1866,07.27 07:24:38,chrome.exe *64,"13.client-channel.google.com:443 close, 16473 bytes (16.0 KB) sent, 42641 bytes (41.6 KB) received, lifetime 01:07:47","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['13.client-channel.google.com:443', '16473', ' (16.0 KB) ', '42641', ' (41.6 KB) ', '01:07:47']"
1867,07.27 07:27:08,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['clients6.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1868,07.27 07:29:00,chrome.exe *64,www.googleapis.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['www.googleapis.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
